Date,Active,Reactive,HouseIndex,Temperature,Humidity,Pressure,Rainfall,Snowfall,Cloud,Wind,Discomfort
2016-09-02 16:00,194.1497898,105.2956772,19,27.6,0.57,996.2,0,0,9,3.6,76.07968
2016-09-02 17:00,112.875751,88.44916108,4,26.7,0.58,996.6,0,0,8,2.7,74.96414
2016-09-02 17:00,815.9281905,146.6666322,6,26.7,0.58,996.6,0,0,8,2.7,74.96414
2016-09-02 17:00,287.6177579,200.5980212,16,26.7,0.58,996.6,0,0,8,2.7,74.96414
2016-09-02 17:00,407.0423157,141.2911099,18,26.7,0.58,996.6,0,0,8,2.7,74.96414
2016-09-02 17:00,291.7202348,106.038577,19,26.7,0.58,996.6,0,0,8,2.7,74.96414
2016-09-02 18:00,103.1708398,87.62476916,4,25.8,0.62,996.7,0,0,7,3.4,74.16804
2016-09-02 18:00,391.6968385,104.5750675,6,25.8,0.62,996.7,0,0,7,3.4,74.16804
2016-09-02 18:00,230.4329723,201.4352643,16,25.8,0.62,996.7,0,0,7,3.4,74.16804
2016-09-02 18:00,494.919123,153.1135381,18,25.8,0.62,996.7,0,0,7,3.4,74.16804
2016-09-02 18:00,301.0726288,106.7860491,19,25.8,0.62,996.7,0,0,7,3.4,74.16804
2016-09-02 19:00,113.5397845,84.64319958,4,24.8,0.64,997,0,0,0,2.5,72.94928
2016-09-02 19:00,330.0677638,115.8755472,6,24.8,0.64,997,0,0,0,2.5,72.94928
2016-09-02 19:00,213.8592203,199.6190158,16,24.8,0.64,997,0,0,0,2.5,72.94928
2016-09-02 19:00,811.8273931,119.4664098,18,24.8,0.64,997,0,0,0,2.5,72.94928
2016-09-02 19:00,259.6877828,102.8818095,19,24.8,0.64,997,0,0,0,2.5,72.94928
2016-09-02 20:00,124.6195549,86.34883638,4,24,0.65,997.6,0,0,0,3.6,71.889
2016-09-02 20:00,296.2617788,107.4910527,6,24,0.65,997.6,0,0,0,3.6,71.889
2016-09-02 20:00,211.4424633,200.6606656,16,24,0.65,997.6,0,0,0,3.6,71.889
2016-09-02 20:00,755.5449876,123.3458344,18,24,0.65,997.6,0,0,0,3.6,71.889
2016-09-02 20:00,253.8304069,100.3417424,19,24,0.65,997.6,0,0,0,3.6,71.889
2016-09-02 21:00,416.0072666,70.49562112,4,23.5,0.67,998,0,0,8,2.7,71.34155
2016-09-02 21:00,306.1688758,111.061187,6,23.5,0.67,998,0,0,8,2.7,71.34155
